Player Name,Team,Position,Games Played,Total Points
Caleb Cain,Texans,WR,5,68.24
Anthony Parker,Chiefs,WR,14,272.44
Alex Summers,Cardinals,TE,6,58.45
Casey Villarreal,Browns,QB,2,56.99
Scott Quinn,Giants,TE,14,176.89
Connor Davis,Bears,TE,2,7.84
Nathan Yu,Broncos,K,15,128.16
Ronald Reid,49ers,QB,6,198.45
Scott Walker,Redskins,QB,14,406.64
David Bennett,Titans,RB,3,52.87
Corey Duncan,Saints,K,2,3.72
Brad Ward,Dolphins,TE,11,78.74
Michael Edwards,Saints,RB,4,90.96
John Rojas,Bengals,RB,9,178.58
Luis Hicks,Packers,DEF,3,26.87
Rodney Russell,Cowboys,TE,11,144.63
Joel Chandler,Seahawks,TE,11,105.94
Tony Delgado,Broncos,DEF,1,18.22
Devin Miller,Buccaneers,TE,4,39.8
Andrew Mercer,Jaguars,QB,15,446.81
Jason Spencer,Steelers,QB,3,70.09
Jon Howard,Rams,WR,9,197.06
Joshua Mack,Titans,K,16,116.28
Daniel Conrad,Giants,QB,8,229.62
Anthony Sheppard,Packers,DEF,7,69.4
Gregory Taylor,Saints,WR,7,111.97
Anthony Phillips,Falcons,K,16,123.15
Curtis Haynes,Redskins,RB,2,32.76
Justin Mckee,Jets,K,1,6.7
Daniel Howell,Texans,QB,13,431.11
David Griffith,Buccaneers,QB,9,272.38
Larry Michael,Chargers,K,4,34.38
Chris Young,Chargers,RB,6,119.82
Chad Hart,Seahawks,WR,15,267.86
Curtis Dodson,Raiders,WR,7,118.07
Douglas Hicks,Giants,TE,1,8.65
Justin Friedman,Browns,QB,12,349.34
Keith Mcguire,Redskins,QB,8,181.23
Antonio Garcia,Jaguars,QB,9,213.52
Joshua Johnson,Cowboys,DEF,9,77.93
Jason Brown,Falcons,WR,14,254.47
James Martinez,Ravens,WR,2,29.6
Nathaniel Jones,49ers,QB,9,252.25
Scott Brennan,Cardinals,DEF,11,117.23
Troy Perry,Bengals,DEF,16,147.94
David Lozano,Dolphins,RB,5,129.09
Thomas Herrera,Texans,DEF,5,44.49
Michael Meyer,Giants,K,11,77.21
George Black,Cowboys,DEF,16,197.52
Christopher Hickman,Bills,TE,6,64.3
Thomas Leon,Bears,TE,8,78.04
Robert Smith,Redskins,K,16,133.44
John Drake,Eagles,K,2,9.23
Carlos Douglas,Bears,RB,14,278.19
Michael Waters,Dolphins,DEF,2,24.98
Joshua Silva,Bengals,QB,3,81.4
John Silva,Texans,WR,12,212.52
Joshua Aguirre,Packers,QB,7,244.06
Brian Walker,Bills,RB,11,226.08
William Walker,Chiefs,K,12,75.59
James Cox,Bills,WR,12,187.77
Colton Owens,Browns,K,9,59.82
Aaron White,Saints,RB,12,215.65
Erik Keith,Browns,QB,3,99.95
Joel Gray,Seahawks,TE,4,22.73
Dakota Morrison,Panthers,K,7,52.69
Matthew Mcdonald,Texans,QB,12,303.71
Brandon Thomas,Seahawks,RB,13,295.78
Louis Bond,Saints,QB,13,368.37
Robert Bright,Cowboys,WR,8,105.48
James Green,Packers,RB,7,103.83
Mason Parker,Titans,WR,9,140.42
Chad Haney,Giants,QB,13,336.78
Robert Martin,Rams,WR,7,123.52
Michael Berger,Giants,DEF,8,70.74
Austin Martin,Eagles,TE,9,85.85
Jason Duke,Dolphins,QB,14,357.01
Cody Patel,Cowboys,DEF,5,58.16
Ronald Richardson,Lions,DEF,1,1.51
Scott Washington,Panthers,WR,3,55
Michael Smith,Dolphins,TE,12,86.95
Christopher Wallace,Giants,TE,4,29.96
Charles Decker,Bears,QB,1,31.69
Matthew Hickman,Titans,QB,9,272.24
Lance Fisher,Saints,RB,16,371.47
Andrew Lee,Raiders,TE,10,76.86
Jason Bray,Patriots,TE,11,112.28
Gary Smith,Patriots,RB,2,48.39
Kenneth Miller,Lions,DEF,1,18.63
James Gonzalez,Titans,TE,9,77.89
Phillip Johnson,Dolphins,DEF,16,119.95
Carl Brown,Jets,DEF,4,20.34
Jason Brooks,Broncos,WR,3,71.9
Steven Kirby,Bills,K,14,113.2
Timothy Thomas,Bills,WR,11,189.55
Justin Taylor,Packers,RB,4,81.8
Alejandro Moore,Bengals,QB,16,469.73
Frederick Hudson,Buccaneers,RB,8,121.29
Benjamin Duke,Rams,RB,12,247.36
Chad Mcintosh,Raiders,DEF,5,41.01
William Rice,Dolphins,TE,11,102.96
Christopher Hall,Chiefs,DEF,3,26.33
Robert Hanna,Panthers,DEF,3,38.52
Martin Stevens,Ravens,QB,10,282.88
Jose Young,Jets,WR,2,21.78
Jerry Ferguson,Jets,TE,13,132.57
Richard Smith,Panthers,RB,13,287.55
James Lee,Cowboys,DEF,2,10.25
Colin Schultz,Cardinals,K,10,58.48
Alexander Todd,Dolphins,DEF,7,71.9
Nicholas Baker,Chargers,QB,5,143.37
Roy Patterson,Ravens,RB,9,149.04
Casey Walker,Bengals,TE,12,130.17
Collin Arnold,Steelers,RB,8,150.35
Marvin Scott,Seahawks,WR,2,38.58
Mark Miller,Patriots,QB,11,273.55
Kevin Villarreal,Texans,TE,12,116.5
Seth Martin,Jaguars,DEF,10,94.64
Derrick Brewer,Rams,TE,8,69.16
Perry Webb,Buccaneers,WR,7,104.66
Joseph May,Redskins,K,11,75.99
Steven Barry,Bears,K,3,24.2
Mark Cunningham,Bills,WR,16,269.55
Curtis Schultz,Jaguars,DEF,10,77.74
Sean Smith,Falcons,WR,8,173.04
Erik Dorsey,Patriots,QB,10,256.2
Zachary Mccarthy,Texans,WR,15,243.6
Nathan Lee,Patriots,QB,4,109.05
Eric Johnson,Panthers,RB,7,157.75
Brian Murphy,Steelers,WR,12,253.37
Paul Long,49ers,TE,9,68.68
Patrick Long,Bills,DEF,16,143.67
Joshua Moore,Steelers,QB,13,364.31
Stephen Stewart,Steelers,QB,2,71.83
Dustin Snyder,Cardinals,DEF,5,33.95
Steve Guerrero,Panthers,RB,2,39.32
Dean Gaines,Cardinals,DEF,15,129.73
Robert Fisher,Cowboys,K,14,110.59
James Rivera,Texans,TE,6,64.47
James Freeman,Chargers,RB,5,105.17
Isaac Nguyen,Eagles,WR,16,229.61
Bradley Berger,Packers,WR,9,149.56
James Moore,Falcons,WR,8,128.23
Randy Marshall,Falcons,K,6,43.35
Kevin Calhoun,Patriots,QB,5,141.16
Jeffrey Casey,Eagles,QB,8,222.53
Brett Martinez,Lions,QB,10,262.23
Evan Snyder,Chargers,WR,16,270.72
Ruben Dunn,Steelers,TE,9,98.82
Gary Lawson,Redskins,DEF,15,144.87
Bryan Wade,Colts,WR,4,80.81
David May,Redskins,DEF,11,121.23
Stephen Best,Bengals,DEF,3,47.36
Gregory Atkinson,Lions,RB,5,97.91
Lonnie Peterson,Panthers,WR,15,285.53
Thomas Hanson,Jets,K,4,31.84
Richard Walker,Browns,WR,12,217.67
Adam Terrell,Rams,RB,3,49.21
Dalton Myers,Saints,K,7,58.11
Chad Daniels,Bengals,DEF,1,12.56
Michael Carpenter,Seahawks,DEF,2,23.27
Gregory Clark,Falcons,K,14,108.54
John Olson,Eagles,K,8,70.24
Wayne Evans,Seahawks,RB,15,308.55
Marc Arnold,Dolphins,DEF,7,97.1
Jared Zimmerman,Eagles,RB,1,12.17
Gregory Barnes,Dolphins,K,2,11.04
Jesse Allen,Redskins,DEF,3,17.4
John Daniels,Packers,RB,1,10.9
Joseph Little,Buccaneers,QB,1,23.69
Christopher Nguyen,Jets,DEF,7,90.92
Jeffrey Herrera,Chargers,DEF,2,19.55
Ryan Moore,Buccaneers,QB,15,426.43
Jonathan Green,Texans,DEF,2,34.2
Kevin Webster,Bengals,K,3,17.32
Jeffrey Sanchez,Chiefs,WR,10,145.43
Jacob Mack,Giants,RB,11,201.45
Jacob Brady,Broncos,WR,10,199.59
Daniel Lewis,Jaguars,WR,14,247.59
Daniel Ward,Rams,DEF,6,56.97
Kyle Bradley,Rams,RB,4,73.8
Rick Dixon,Cardinals,TE,10,127
Douglas Carson,Giants,QB,12,311.2
Michael Ray,Cardinals,DEF,11,86.43
Logan Jefferson,Colts,RB,7,162.12
Jacob Moss,Eagles,TE,8,53.16
Michael Perez,Titans,QB,9,210.67
Aaron Garcia,Jets,DEF,2,10.82
Christian Hooper,Patriots,RB,12,256
Christopher Sullivan,Bengals,TE,6,50.59
Jonathan Hall,Redskins,DEF,6,45.51
William King,Bengals,RB,6,100.8
Jose Shepherd,Saints,K,2,17.78
Edwin Jackson,Chiefs,QB,4,127.65
Justin Guerra,49ers,QB,5,123.8
Michael Cunningham,Packers,RB,8,121.66
David Whitney,Chargers,WR,9,150.29
Joel Gardner,Jaguars,RB,14,275.8
Collin Bautista,Ravens,QB,8,210.89
Nicholas Fernandez,Cowboys,DEF,6,59.02
Michael Edwards,Seahawks,QB,6,157.41
Scott Reese,Raiders,TE,7,88.7
Ryan Nichols,Saints,WR,8,137.08
Matthew Richmond,Saints,TE,6,66.38
Carlos Vasquez,Bengals,RB,8,180.9
Nathan Phillips,Dolphins,DEF,6,68.13
Drew Dalton,Falcons,K,6,26.87
Jose Rice,Raiders,QB,4,129.54
James Lee,Bengals,RB,1,16.99
Carlos Wells,Saints,QB,2,55.18
Robert Adams,Saints,RB,5,102.74
Ryan Parsons,Panthers,RB,12,225.42
Tony Harvey,49ers,QB,2,56.03
Jonathan Rangel,Packers,WR,5,127.95
Joshua Taylor,Broncos,TE,3,39.58
Brandon Grimes,Raiders,RB,16,313.23
Patrick Mccoy,Packers,DEF,15,165.81
Isaiah Kelly,Raiders,DEF,4,37.38
Jorge Chambers,Eagles,RB,15,300.9
Samuel Yates,Saints,K,2,20.35
Tony Weber,Redskins,RB,10,215.57
Scott Smith,Bears,QB,9,221.39
William Davis,Jaguars,DEF,5,14.65
Eric Cox,Bengals,K,5,36.59
Jason Payne,Bears,TE,1,10.36
Henry Garcia,Bears,K,13,121.89
David Sawyer,Ravens,TE,9,85.28
Joshua Reilly,Ravens,TE,10,109.15
Miguel Nichols,Cowboys,TE,11,119.34
Richard Smith,Bengals,TE,6,74.23
Bradley Aguirre,Redskins,QB,10,269.54
Mark Liu,Vikings,QB,5,165.12
Eric Paul,Raiders,RB,3,62.78
Alexander Whitehead,Redskins,QB,14,437.47
Nathan Welch,Vikings,WR,6,108.76
Ryan Brown,Steelers,QB,11,286.42
Daniel Newman,Texans,TE,5,52.51
Shawn Mcgee,Panthers,RB,16,281.03
Robert Ochoa,Jaguars,TE,7,85.49
Javier Pierce,Cowboys,DEF,10,100.18
Dylan Grimes,Dolphins,DEF,9,99.04
Paul James,Chargers,K,15,104.34
Jeremy Williams,Vikings,WR,10,174.29
Joseph Daniel,Jets,DEF,8,87.54
Brian Scott,Saints,RB,7,121.67
Nicolas Harris,Vikings,WR,6,126.85
James Carroll,Titans,DEF,16,135.34
Joseph Hodges,Bears,TE,13,154.79
Kevin Ellis,49ers,RB,1,17.3
Mark Miller,Patriots,QB,6,162.46
Bradley Carlson,Steelers,K,1,10.41
Paul White,Steelers,QB,4,112.82
Jeffery Walker,Giants,TE,3,35.19
Austin Hill,Packers,WR,1,5.09
John Gibbs,Giants,RB,4,70.33
Jeremy Huff,Dolphins,WR,3,57.73
Ryan Davis,Chiefs,RB,5,107.92
Leonard Schaefer,Vikings,K,13,82.99
Daniel King,Ravens,QB,15,398.97
Justin Jackson,Broncos,WR,12,241.55
David Lee,Bengals,DEF,11,100.53
Brandon Edwards,Packers,QB,13,317.86
Christopher Wells,Steelers,TE,14,161.12
Tyler Cline,Bills,TE,14,117.53
Lucas Anderson,Eagles,RB,14,275.72
Mark Rogers,Eagles,K,15,127.54
Edward Blake,Falcons,WR,11,159.92
Jacob Stewart,Bears,DEF,6,53.19
Jesus Booker,Panthers,QB,2,52.46
Michael Flowers,49ers,DEF,4,42.89
Cody Anderson,Redskins,K,4,33.88
Joseph Carr,Giants,DEF,11,99.01
Tommy Pearson,Seahawks,RB,6,122.74
Donald King,Seahawks,DEF,1,19.87
Troy Shepard,Vikings,RB,7,140.02
John Hall,Seahawks,DEF,16,179.73
James Taylor,Bills,WR,2,27.53
Michael Johnson,Bills,K,2,23.79
Brian West,Cardinals,TE,7,73.37
Steven Espinoza,Bears,QB,15,407.33
Cory Campbell,Eagles,TE,3,20.8
Steven Patton,Patriots,WR,15,308.21
Jesse Flynn,Steelers,RB,10,197.5
Adam Estrada,Cardinals,TE,3,38.54
Blake Barnes,Jets,WR,5,91.45
John Ferguson,Bears,TE,13,94.02
Brian Powell,Seahawks,K,12,75.1
Justin Levine,Chiefs,TE,10,114.07
Jay Johnson,Jets,DEF,6,65.21
Christopher Sullivan,Ravens,RB,1,23.26
Robert White,Packers,WR,15,255.97
Mark Harris,Raiders,RB,1,21.31
Victor Martin,Browns,WR,9,180.07
John Mcdowell,Dolphins,TE,6,52.5
Michael Mathews,Packers,TE,14,105.03
Andrew Smith,Bears,TE,11,145.65
Scott Stone,Raiders,K,12,87.78
Donald White,Jets,RB,11,232.2
Bradley Garcia,Patriots,WR,8,143.33
Brian Nicholson,Redskins,K,16,142.82
Nicholas Thomas,Rams,RB,13,270.54
Tony Lee,Cardinals,QB,6,156.88
Charles Benson,49ers,DEF,7,37.26
Alan Quinn,Chargers,RB,10,187.19
Michael Sutton,49ers,K,9,79.97
Kevin Franklin,Chiefs,K,5,50.69
Juan Johnson,Patriots,RB,6,124.99
Jared Anderson,Steelers,RB,11,200.75
Matthew Perez,Broncos,DEF,9,78.41
Jason Cline,Ravens,K,1,3.57
Louis Pierce,Seahawks,RB,12,265.09
Eric Werner,Steelers,RB,4,98.36
Caleb Anderson,Chiefs,WR,4,83.35
Steven Webb,49ers,RB,10,216.58
Jonathan Brown,Jaguars,DEF,2,15.18
John Benjamin,Rams,QB,1,31.04
Benjamin Ortiz,Bills,DEF,3,31.23
Norman Martinez,Buccaneers,WR,1,8.75
Harold Wood,Dolphins,K,4,21.54
David King,Redskins,RB,16,334.75
Charles Wood,Seahawks,K,13,79.63
Joshua Smith,Texans,K,3,29.71
Shawn Beck,Bengals,WR,15,259.37
Curtis Porter,Texans,TE,4,30.63
Robert Patel,Dolphins,QB,13,400.76
Bradley Whitaker,Chargers,WR,10,209.95
Nathan Gonzalez,Bengals,DEF,8,81.56
Henry Lee,Jets,K,13,110.71
Ryan Thompson,Texans,DEF,2,17.5
Evan Nguyen,49ers,TE,14,158.14
Donald Mullins,Jets,WR,13,239.53
Ryan White,Seahawks,K,3,14.4
David Walker,Colts,TE,14,111.86
Andrew Brown,Packers,QB,16,416.38
James Lynch,Vikings,K,6,34.99
Edward Galvan,Texans,K,1,8.87
David Thompson,Texans,QB,13,317.29
Micheal Martinez,49ers,QB,2,60.11
John Kent,Texans,DEF,12,126.29
Charles Mann,Jets,TE,13,126.19
Matthew Mata,Eagles,K,5,36.77
Troy Martinez,Broncos,K,3,26.83
Andrew Gonzalez,Vikings,QB,4,132.06
James Fisher,Bengals,TE,16,150.14
Jeremiah Arias,Browns,RB,16,322.05
Derek Durham,Bengals,RB,14,291.9
Robert Hodges,Cardinals,RB,3,70.24
Robert Sullivan,Giants,QB,3,88.74
Michael Powell,Rams,K,9,64.86
Bill Martin,Cowboys,RB,1,24.13
Jason Moon,Rams,TE,3,32.34
James Ellis,Titans,QB,13,345.16
Chad Charles,Jaguars,K,8,74.52
Christopher Sparks,Seahawks,WR,13,259.44
James Smith,Bears,K,3,28.59
Cameron Martin,Cowboys,RB,13,259.3
Louis Jones,Panthers,TE,15,152.87
Jose King,Rams,QB,13,320.18
Robert Smith,Eagles,WR,11,148.35
Daniel Meyers,Titans,RB,15,267.37
Grant Klein,Chargers,WR,12,207.58
Rodney Cuevas,Dolphins,DEF,13,127.83
Bradley Taylor,Jets,K,13,89.99
Gerald Patterson,Redskins,K,15,125.25
Justin Quinn,Patriots,K,6,51.28
Christopher Schultz,Vikings,TE,11,129.52
Kristopher Martinez,Ravens,WR,14,199.17
Glenn White,Bears,DEF,12,79.06
Russell Mayer,Steelers,QB,7,178.97
Andrew Bell,Bengals,QB,14,408.23
David Sheppard,Colts,DEF,2,19.88
Curtis Price,Buccaneers,DEF,1,3.51
Steven Hamilton,Broncos,QB,3,88.13
Henry Salazar,Redskins,WR,3,51.48
Carlos French,Dolphins,RB,3,54.39
Sean Robertson,Giants,WR,8,163.81
Louis Townsend,Saints,RB,2,45.4
Bernard Obrien,Chiefs,RB,13,272.57
Brian Glenn,Saints,K,8,48.67
Gerald Taylor,Vikings,TE,3,34.82
Jordan Hanson,Ravens,TE,2,12.3
William Andrews,Seahawks,DEF,5,56.2
Evan Allen,Jaguars,DEF,11,109.5
James Rodriguez,Saints,TE,3,28.11
Randy Williams,Chargers,TE,11,86.23
Travis Gonzalez,Saints,DEF,13,136.34
Jason Lang,Cardinals,WR,2,28.17
Andrew Richardson,Bengals,K,15,119.31
Nathan Jackson,Lions,DEF,8,82.91
Eric Pope,Cowboys,QB,2,46.2
Nathan Thomas,Packers,WR,3,42.32
Mark Whitaker,Falcons,DEF,9,123.9
Jesse Leonard,Redskins,DEF,6,31.98
George Walker,Packers,TE,14,127.58
Jeffrey Aguirre,Saints,RB,15,295.23
Jacob Miller,Chargers,QB,3,91.64
David Martin,Rams,QB,15,389.66
Kenneth Ortiz,Raiders,DEF,14,129.17
Micheal Madden,Steelers,WR,11,231.62
Bryan Higgins,Buccaneers,QB,6,154.84
Corey Black,Redskins,TE,15,145.04
Mark Glenn,Bears,TE,3,30.88
Roger Gonzales,Jaguars,QB,5,163.17
Sean Herrera,Buccaneers,RB,9,179.33
Anthony Clarke,Colts,WR,15,243.69
Mark Garrison,Cardinals,WR,6,68.44
Austin Edwards,Broncos,QB,15,446.27
James Hampton,Lions,DEF,12,158.15
Charles Reyes,Bengals,WR,8,198.08
Joshua Hunter,Ravens,K,12,65.99
Joseph Oconnor,Jets,TE,12,139.99
Kevin Wright,Bengals,K,3,26.44
Andres Beck,Browns,DEF,16,141.77
Ian Smith,Falcons,DEF,11,86.36
Thomas Perkins,Jaguars,DEF,2,22.6
Malik Orozco,49ers,DEF,2,27.1
Michael Matthews,Saints,WR,12,184.9
John Fuentes,Dolphins,QB,11,302.32
Bryan Soto,Broncos,QB,4,119.28
Anthony Weiss,Eagles,RB,7,159.48
Danny Delgado,Raiders,K,10,78.19
Richard Edwards,Saints,K,11,70.09
Alejandro Thompson,Jets,RB,6,129.36
John Hopkins,Patriots,WR,1,27.23
Richard Valencia,Falcons,TE,10,102.23
David Bryant,Steelers,DEF,14,147.73
Nathan Tran,Saints,WR,12,228.97
Mark Barrera,Ravens,RB,14,298.78
Larry Griffin,Rams,WR,3,43.47
Timothy Vincent,Steelers,DEF,12,96.95
David Graham,Bengals,K,12,82.18
Anthony Rivera,Dolphins,WR,3,54.16
Christopher Frost,Eagles,RB,9,177.78
Brad Johnson,Panthers,WR,1,29.5
Matthew Rodriguez,Ravens,DEF,4,27.82
Daniel James,Cowboys,QB,4,95.42
Joseph Miller,Buccaneers,K,2,23.17
Gregory Eaton,Bengals,K,10,68.8
Andrew French,Buccaneers,WR,13,264.68
John Sanchez,Falcons,TE,12,108.44
Devin Cherry,Redskins,QB,1,31.65
Seth Thomas,Cowboys,RB,1,12.18
Kevin Moore,Browns,QB,10,279.03
John Wilson,Lions,DEF,12,136.23
Jeremy Robertson,Chiefs,WR,16,292.09
Timothy Henry,Redskins,K,6,50.6
Matthew Henderson,Falcons,QB,14,384.22
Jeff Estrada,Bills,TE,1,13.81
Christian Stone,Broncos,TE,4,25.16
John Hamilton,Bears,DEF,8,71.04
Elijah Werner,Saints,TE,7,90.89
Lucas French,Bills,WR,5,101.77
Michael Harris,Colts,RB,11,225.72
Casey Glass,Raiders,RB,6,108.96
Gary Conway,Bears,RB,6,131.48
William Porter,Giants,WR,12,210.23
Dennis Craig,Cowboys,WR,2,20.64
Mark Lane,Packers,DEF,8,60.27
Charles Taylor,49ers,WR,7,126.27
Nicholas Edwards,Saints,TE,12,121.7
Christopher Martin,Bears,WR,16,275.01
Clifford Santos,Packers,TE,8,80.26
Ryan Gomez,Bears,RB,4,99.55
James Lawrence,Redskins,WR,4,57.43
William Evans,Browns,RB,4,83.45
Mark Griffin,Buccaneers,QB,13,335.35
Justin Warren,Dolphins,DEF,1,15.85
David Edwards,Raiders,K,3,13.85
Scott Vasquez,Cardinals,WR,2,30.67
Edwin Love,Seahawks,K,11,85.74
Gregory Simpson,Dolphins,WR,11,192.98
Carlos Wolf,Giants,QB,4,110.35
Timothy Aguirre,Dolphins,RB,12,235.32
Timothy Valdez,Cowboys,QB,15,409.75
Daniel Case,Falcons,K,15,122.85
Joshua Kennedy,Raiders,WR,9,180.78
Chad Monroe,Saints,QB,7,165.37
Travis Kelly,Redskins,TE,14,133.95
Paul Morris,Packers,WR,13,223.35
John Hicks,Eagles,TE,5,67.06
Keith Jensen,Bills,RB,4,92.7
Arthur Hernandez,Colts,WR,15,267.72
Brandon Austin,Seahawks,DEF,4,39.54
Scott Sutton,Redskins,QB,15,441.05
Christopher Turner,Cardinals,RB,7,184.76
Michael Kennedy,Giants,DEF,7,87.22
Victor Olson,Bears,DEF,10,90.93
Adam Fitzgerald,Chiefs,K,10,95.42
Ryan Montoya,Dolphins,RB,4,58.99
Kenneth Reid,Colts,WR,1,24.38
Scott Potter,Raiders,K,2,23.89
Ryan Nguyen,Chargers,TE,9,95.77
Michael Jones,Rams,QB,14,342.59
Stephen Deleon,Raiders,RB,6,125.24
Jacob Goodman,Chargers,TE,13,131.09
Timothy Larson,Chiefs,K,2,21.06
James Chavez,Redskins,K,5,26.79
Justin Martin,Vikings,WR,14,262.7
Andre Cortez,Cowboys,QB,9,221.44
James Carson,Cowboys,WR,4,78.43
Albert Jackson,Vikings,K,9,70.74
Douglas Pierce,Browns,DEF,1,10.88
Ruben Joseph,Seahawks,TE,9,102.44
Justin Adams,Patriots,WR,7,126.15
John Nelson,Browns,RB,11,238.34
Michael Salazar,Seahawks,RB,6,116.4
Ryan Williams,Cardinals,RB,10,201.38
Jeffery Kennedy,Titans,WR,12,156.64
Thomas Jackson,Redskins,WR,10,160.65
Mark Brady,Buccaneers,DEF,3,39.24
Robert Flores,Cardinals,QB,2,46.71
Glen Cook,Bengals,RB,6,124.78
Kevin Martin,Saints,QB,9,216.71
Juan Small,Eagles,TE,9,106.71
Jonathan Bauer,Chiefs,WR,4,74.58
Jose Harrison,Seahawks,RB,14,269.87
Scott Leon,Seahawks,K,4,37.76
Austin Hudson,Cardinals,TE,15,131.44
Benjamin Walsh,Saints,RB,14,262.74
Jonathan Bender,Broncos,DEF,16,177.13
Jerry Dean,Broncos,DEF,10,116.03
Stephen Vargas,Eagles,RB,9,186.86
Jason Weber,Bengals,DEF,11,116.15
William Le,Cowboys,TE,6,56.85
Steven Rogers,Saints,TE,7,50.72
James Smith,Chargers,TE,1,4.32
Oscar Jackson,Bengals,RB,14,284.42
John Hunt,Vikings,DEF,1,0.12
Michael Deleon,Cardinals,RB,4,83.43
David Reyes,Ravens,QB,15,413.96
John Tanner,Jaguars,DEF,4,50.46
Derek Soto,Bears,WR,11,203.51
Gary Mclean,Cardinals,DEF,10,120.05
Seth Jones,Chargers,DEF,6,65.32
Michael Carter,Vikings,TE,11,109.59
Jeffery Rios,Bills,TE,12,131.45
Jose Gaines,Panthers,QB,14,346.2
Brandon Howell,Bears,QB,6,152.72
Peter Lawson,49ers,QB,11,305.48
Craig Martin,Dolphins,WR,14,329.41
Jason Daniels,Cardinals,DEF,15,168.29
Ralph Johnson,Colts,DEF,5,40.15
Ronald Leon,Patriots,DEF,4,31.25
Andrew Fernandez,Steelers,TE,12,99.41
Jerry Mcdonald,Panthers,WR,14,229.26
Jeff Rodriguez,Cowboys,WR,4,59.07
David Parker,Titans,WR,2,38.2
Larry Craig,Lions,K,9,72.22
Gary Chavez,Cardinals,K,5,29.37
Charles Cabrera,Seahawks,TE,3,41.3
Gary Weber,Raiders,DEF,14,156.85
Zachary Thomas,Rams,QB,6,185.85
Jonathan Bennett,Colts,RB,2,40.53
Jonathan Odom,Chargers,QB,10,266.37
Jesus Washington,Ravens,RB,11,233.4
John Reynolds,Cowboys,RB,12,245.83
Robert Lee,Lions,WR,16,263.98
Adrian Harrison,Cowboys,WR,11,198.57
Michael Harrison,Titans,WR,16,256.88
Anthony Smith,Bears,QB,14,380.8
John Mitchell,Titans,TE,5,53.42
Christopher Bray,Texans,QB,12,343.47
Joseph Miller,Browns,TE,13,113.83
Isaiah Marshall,Jets,TE,11,130.03
Robert Sosa,Saints,DEF,6,42.66
Michael Fox,Vikings,QB,5,140.78
Roberto Brooks,Vikings,K,7,41.69
Joshua Acosta,Chiefs,TE,8,68.44
Zachary Jones,Falcons,TE,5,73.26
Thomas Rogers,Chiefs,K,7,49.98
Derek Crane,Lions,DEF,13,124.12
Jeremiah Davis,Seahawks,WR,16,348.34
John Stewart,Cowboys,QB,10,276.28
Steven Mejia,Bengals,TE,9,67.96
Ethan Watkins,Giants,K,14,114.73
Joseph Hoover,Raiders,QB,5,134
Brian Ingram,Eagles,TE,9,73.87
John Ortiz,Broncos,K,11,112.94
Scott Roy,Jets,K,11,64.86
James Medina,Ravens,TE,15,154.56
Nicholas Wright,Steelers,RB,5,101.9
Dwayne Orozco,Colts,DEF,8,68.94
James Rodriguez,Texans,RB,9,190.69
Joshua Garcia,Packers,K,12,75.5
Charles Kramer,Broncos,WR,9,166.2
Charles Pugh,Falcons,TE,9,89.71
David Sutton,Jets,WR,14,251.97
Michael Warner,Redskins,K,10,88.87
Gregory Lawson,Colts,RB,10,235.26
Roy Huynh,Giants,DEF,4,32.02
John Green,Rams,WR,9,111.83
Bryan Diaz,Redskins,TE,1,18.4
Cody Wilson,Rams,TE,7,85.58
Kurt Compton,Redskins,K,3,18.58
William Miller,Chargers,TE,3,33.9
Raymond Cooper,Jets,K,11,100.9
Adam Carlson,Saints,DEF,5,43.38
Thomas Hobbs,Bears,QB,14,356.67
Joseph Johnson,Colts,TE,3,26.31
Carlos Walker,Jaguars,RB,9,184.87
Jeff Griffith,Colts,DEF,5,22.55
John Wyatt,Patriots,QB,1,18.4
Nathan Bishop,Dolphins,K,4,34.65
Samuel Jimenez,Titans,TE,10,93.84
Michael Brown,Lions,TE,2,32.68
Eric Johnston,Ravens,QB,16,418.97
Christopher Ortiz,Saints,RB,13,297.4
Derrick Thomas,Jets,K,7,68.67
Philip Rhodes,Cardinals,DEF,7,54.8
Christopher Wright,Redskins,RB,3,51.97
Brendan Baker,Jets,DEF,13,153.46
Kyle Coleman,Dolphins,TE,12,133.31
Shawn Miranda,Lions,WR,15,235.57
Scott Marshall,Buccaneers,QB,3,53.3
Glenn Fisher,Cowboys,TE,16,149.22
Jesus Patel,Panthers,WR,4,47.57
Mark Shaw,49ers,RB,14,218.12
Robert Miller,Vikings,TE,9,75.85
Christian Gonzalez,Bears,DEF,2,21.97
Jonathan Nguyen,Saints,RB,5,102.3
Logan Sanchez,49ers,WR,2,23.97
Nicholas Bright,Bills,RB,10,220.83
Adam Hall,Packers,QB,4,93.32
Adam Garrett,Cardinals,RB,14,299.85
Brandon Herrera,Texans,WR,13,213.52
Austin Pierce,Cardinals,K,1,0.68
Alan Rivera,Raiders,TE,14,151.14
Christopher Simpson,Chargers,K,7,54.67
Samuel Kennedy,Lions,TE,12,144.22
Christopher Patterson,Packers,QB,12,355.34
Russell Gonzalez,Bengals,TE,14,165.79
Steve Thomas,Vikings,RB,4,85.25
Michael Sanders,Falcons,RB,14,277.45
Levi Schwartz,Eagles,K,8,60.13
Donald Bruce,Chiefs,TE,11,114.25
Eric Smith,Browns,K,4,51.19
Martin Herrera,Rams,RB,6,128.58
Frank Haynes,Texans,QB,3,95.23
James Buchanan,Cowboys,QB,12,305.99
Brian Miller,Lions,TE,3,32.04
Joseph Jones,Raiders,WR,14,204.95
